Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer,School District,Year,,,
invoice,12/31/10,,,,,"$8,775.95",,Skyline Elementary School,Lake Stevens School District 4,2010,,,
invoice,12/31/10,,,,,"$50,515.92",,Skyline High School,Issaquah School District 411,2010,,,
invoice,12/31/10,,,,,"$8,982.00",,Sno-Isle Tech Skills Center,Mukilteo School District 6,2010,,,
invoice,12/31/10,,,,,"$58,254.26",,Snoqualmie Valley School District 410,Snoqualmie Valley School District 410,2010,,,
invoice,12/31/10,,,,,"$4,113.16",,Southern Oregon ESD,Southern Oregon ESD,2010,,,
invoice,12/31/10,,,,,"$8,826.00",,Spanish Springs Elementary School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$6,928.00",,Spanish Springs High School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$7,950.00",,Sparks Middle School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,$499.60,,Springville K-8,Beaverton School District,2010,,,
invoice,12/31/10,,,,,$574.00,,St Paul Elementary School,St. Paul School District 45,2010,,,
invoice,12/31/10,,,,,"$17,293.63",,St. Albert the Great Catholic School,PRIVATE,2010,,,
invoice,12/31/10,,,,,"$3,296.97",,St. Anne Catholic Church,Archdiocese of Portland,2010,,,
invoice,12/31/10,,,,,"$10,732.28",,St. Francis of Assisi,PRIVATE,2010,,,
invoice,12/31/10,,,,,"$1,538.50",,St. Helens,Longview School District 122,2010,,,
invoice,12/31/10,,,,,"$13,494.00",,St. Joseph School,PRIVATE,2010,,,
invoice,12/31/10,,,,,$475.00,,St. Mary Magdalen,PRIVATE,2010,,,
invoice,12/31/10,,,,,"$34,602.00",,St. Michael School,PRIVATE,2010,,,
invoice,12/31/10,,,,,"$1,181.54",,St. Paul School District 45,St. Paul School District 45,2010,,,
invoice,12/31/10,,,,,$130.00,,St. Thomas More School,PRIVATE,2010,,,
invoice,12/31/10,,,,,"$9,496.63",,Stanfield School District 61R,Stanfield School District 61R,2010,,,
invoice,12/31/10,,,,,"$4,022.00",,Starbuck School District 35,Starbuck School District 35,2010,,,
invoice,12/31/10,,,,,$149.00,,Steve Cozine Elementary School,Clark County School District,2010,,,
invoice,12/31/10,,,,,"$4,455.57",,Stevenson High School,Stevenson-Carson School District 303,2010,,,
invoice,12/31/10,,,,,$158.31,,Sun Valley Elementary School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$2,098.00",,Sunny Hills Elementary School,Issaquah School District 411,2010,,,
invoice,12/31/10,,,,,"$3,463.57",,Sunnyland Elementary School,Bellingham School District 501,2010,,,
invoice,12/31/10,,,,,"$1,028.00",,Sunset Elementary School,San Francisco Unified School District,2010,,,
invoice,12/31/10,,,,,"$11,721.82",,Swope Middle School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$43,665.09",,Taholah School District 77,Taholah School District 77,2010,,,
invoice,12/31/10,,,,,"$18,282.95",,Tahoma School District 409,Tahoma School District 409,2010,,,
invoice,12/31/10,,,,,"$28,980.00",,Ted Hunsberger Elementary School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$1,308.41",,Three Rivers School District,Three Rivers School District,2010,,,
invoice,12/31/10,,,,,"$15,073.76",,Tillamook School District 9,Tillamook School District 9,2010,,,
invoice,12/31/10,,,,,"$7,929.40",,Toutle Lake School District 130,Toutle Lake School District 130,2010,,,
invoice,12/31/10,,,,,$66.65,,"UKPIK, LLC",COMPANY,2010,,,
Credit Memo,12/31/10,,,,,"-$3,200.00",,Union High School,Evergreen School District 114,2010,,,
invoice,12/31/10,,,,,"$4,699.00",,University of Alaska Anchorage,COLLEGE,2010,,,
invoice,12/31/10,,,,,"$2,248.00",,Upper Kittitas County Senior Center,COMPANY,2010,,,
invoice,12/31/10,,,,,"$3,981.00",,US District Court Nevada,COMPANY,2010,,,
invoice,12/31/10,,,,,$400.00,,US Navy Everett,COMPANY,2010,,,
invoice,12/31/10,,,,,"$6,490.00",,Valhalla Elementary School,Mount Diablo Unified School District,2010,,,
invoice,12/31/10,,,,,$200.00,,Verdi Elementary School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$21,560.00",,Veterans Memorial Elementary School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$21,688.50",,Victor Falls Elementary,Sumner-Bonney Lake School District 320,2010,,,
invoice,12/31/10,,,,,"$3,798.94",,Volunteers of America,COMPANY,2010,,,
invoice,12/31/10,,,,,"$5,397.00",,Voyager Middle School,Mukilteo School District 6,2010,,,
invoice,12/31/10,,,,,$303.60,,W L Henry Elementary School,Hillsboro School District 1J,2010,,,
invoice,12/31/10,,,,,$207.00,,Walla Walla Community College,COLLEGE,2010,,,
invoice,12/31/10,,,,,"$1,910.25",,Walla Walla School District,Walla Walla School District,2010,,,
invoice,12/31/10,,,,,$540.95,,Walter Bracken Elem School,Clark County School District,2010,,,
invoice,12/31/10,,,,,"$14,751.14",,Washington Middle School,Seattle Public Schools,2010,,,
invoice,12/31/10,,,,,"$2,577.19",,Washington State University,COLLEGE,2010,,,
invoice,12/31/10,,,,,"$382,780.38",,Washoe County School District,Washoe County School District,2010,,,
invoice,12/31/10,,,,,$788.00,,Washoe High East Campus,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$3,449.00",,Wedgewood Elementary School,Seattle Public Schools,2010,,,
invoice,12/31/10,,,,,"$7,197.00",,West Hills Elementary School,Bremerton School District 100-C,2010,,,
invoice,12/31/10,,,,,"$3,661.44",,Western Washington University,COLLEGE,2010,,,
invoice,12/31/10,,,,,"$3,449.00",,Whitman Middle School,Seattle Public Schools,2010,,,
invoice,12/31/10,,,,,$260.00,,Willco Industrial Leasing,COMPANY,2010,,,
invoice,12/31/10,,,,,"$4,174.00",,William & Mary Scherkenbach Es,Clark County School District,2010,,,
invoice,12/31/10,,,,,$211.44,,Winnemucca Elementary School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,$399.00,,Wishram School District 94,Wishram School District 94,2010,,,
invoice,12/31/10,,,,,$715.00,,Woodin Elementary School,Northshore School District 417,2010,,,
invoice,12/31/10,,,,,$390.00,,Woodinville High School,Northshore School District 417,2010,,,
invoice,12/31/10,,,,,"$3,148.50",,Woodland Primary School,Woodland School District 404,2010,,,
invoice,12/31/10,,,,,"$6,534.00",,Woodland School District 404,Woodland School District 404,2010,,,
invoice,12/31/10,,,,,"$2,404.00",,Wooster HIgh School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$2,501.81",,Yakima School District 7,Yakima School District 7,2010,,,
invoice,12/31/10,,,,,"$8,537.00",,Yvonne Shaw Middle School,Washoe County School District,2010,,,
invoice,12/31/10,,,,,"$1,650.00",,Zephyr Cove Elementary School,Douglas County School District,2010,,,
Invoice,12/31/11,,,,,"$126,170.32",,Lake Washington School District 414,Lake Washington School District 414,2011,,,
Invoice,12/31/11,,,,,"$17,647.78",,- No Customer/Project -,OTHER,2011,,,
Invoice,12/31/11,,,,,"$3,063.00",,Aberdeen School District 5,Aberdeen School District 5,2011,,,
Invoice,12/31/11,,,,,$526.00,,Advanced Classroom Technologies,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$5,084.45",,"Advanced Educational Technologies, LLC",COMPANY,2011,,,
Invoice,12/31/11,,,,,"$1,056.00",,Airlift Northwest,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$1,181.30",,"AJB, Inc.",COMPANY,2011,,,
Invoice,12/31/11,,,,,$915.00,,Alaska Airlines,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$26,009.00",,Anchor Lutheran School,PRIVATE,2011,,,
Invoice,12/31/11,,,,,"$5,558.00",,Anchorage School District,Anchorage School District,2011,,,
Invoice,12/31/11,,,,,$58.00,,Bayshore Elementary,Anchorage School District,2011,,,
Invoice,12/31/11,,,,,"$21,390.02",,Chester Valley Elementary School,Anchorage School District,2011,,,
Invoice,12/31/11,,,,,"$2,844.72",,Chinook Elementary School,Vancouver School District,2011,,,
Invoice,12/31/11,,,,,$371.00,,Clark Middle School,Anchorage School District,2011,,,
Invoice,12/31/11,,,,,$77.00,,Dimond High School,Anchorage School District,2011,,,
Invoice,12/31/11,,,,,$370.00,,Hanshew Middle School,Anchorage School District,2011,,,
Invoice,12/31/11,,,,,"$2,749.00",,Romig Middle School,Anchorage School District,2011,,,
Invoice,12/31/11,,,,,"$78,332.94",,Spring Hill Elementary School,Anchorage School District,2011,,,
Invoice,12/31/11,,,,,"$4,824.00",,Steller Secondary School,Anchorage School District,2011,,,
Invoice,12/31/11,,,,,$112.50,,Arlington Pharmacy,COMPANY,2011,,,
Invoice,12/31/11,,,,,$146.63,,Arlington School District 16,Arlington School District 16,2011,,,
Invoice,12/31/11,,,,,$481.00,,Post Middle School,Arlington Public Schools,2011,,,
Invoice,12/31/11,,,,,$81.00,,Presidents Elementary School,Arlington School District 16,2011,,,
Invoice,12/31/11,,,,,"$16,694.00",,Ashland Public Schools - District 5,Ashland Public Schools - District 5,2011,,,
Invoice,12/31/11,,,,,"$2,015.87",,Ashland High School,Ashland Public Schools - District 5,2011,,,
Invoice,12/31/11,,,,,"$1,265.00",,Helman Elementary School,Ashland Public Schools - District 5,2011,,,
Invoice,12/31/11,,,,,"$3,063.00",,Walker Elementary School,Ashland Public Schools - District 5,2011,,,
Invoice,12/31/11,,,,,$85.00,,Asotin Jr Sr High School,Asotin-Anatone School District 420,2011,,,
Invoice,12/31/11,,,,,"$5,850.25",,AV Solutions,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$11,076.25",,AXI Education Solutions,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$91,750.25",,Baker School District 5J,Baker School District 5J,2011,,,
Invoice,12/31/11,,,,,"$1,656.76",,Beaverton School District,Beaverton School District,2011,,,
Invoice,12/31/11,,,,,$319.00,,5th Street Media Lab,Beaverton School District,2011,,,
Invoice,12/31/11,,,,,"$3,435.00",,Hazeldale Elementary School,Beaverton School District,2011,,,
Invoice,12/31/11,,,,,"$20,527.00",,Hazeldale PTO,Hazeldale Elementary School,2011,,,
Invoice,12/31/11,,,,,"$26,010.50",,Raleigh Hills K-8,Beaverton School District,2011,,,
Invoice,12/31/11,,,,,"$25,303.76",,Bellingham School District 501,Bellingham School District 501,2011,,,
Invoice,12/31/11,,,,,"$1,380.00",,Alderwood Elementary School,Bellingham School District 501,2011,,,
Invoice,12/31/11,,,,,"$4,398.00",,Kulshan Middle School,Bellingham School District 501,2011,,,
Invoice,12/31/11,,,,,"$9,543.76",,Northern Heights Elementary,Bellingham School District 501,2011,,,
Invoice,12/31/11,,,,,"$2,699.00",,Sehome High School,Bellingham School District 501,2011,,,
Invoice,12/31/11,,,,,"$2,995.00",,Shuksan Middle School,Bellingham School District 501,2011,,,
Invoice,12/31/11,,,,,"$2,699.00",,Squalicum High School,Bellingham School District 501,2011,,,
Invoice,12/31/11,,,,,"$4,141.00",,Wade King Elementary School,Bellingham School District 501,2011,,,
Invoice,12/31/11,,,,,"$33,338.00",,Bishop Blanchet High School,PRIVATE,2011,,,
Invoice,12/31/11,,,,,"$2,699.88",,BlackPoint IT Services,COMPANY,2011,,,
Invoice,12/31/11,,,,,$779.31,,Blaine County School District #61,Blaine County School District #61,2011,,,
Invoice,12/31/11,,,,,"$8,746.00",,Blanchet Catholic School,PRIVATE,2011,,,
Invoice,12/31/11,,,,,$749.75,,Boys & Girls Club,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$7,049.41",,BP Cherry Point Refinery,COMPANY,2011,,,
Invoice,12/31/11,,,,,$903.00,,Armin Jahr Elementary School,Bremerton School District 100-C,2011,,,
Invoice,12/31/11,,,,,$125.33,,Brewster Elementary School,Brewster School District 111,2011,,,
Invoice,12/31/11,,,,,$300.00,,Burnt River School District 30J,Burnt River School District 30J,2011,,,
Invoice,12/31/11,,,,,$200.00,,Bush School,PRIVATE,2011,,,
Invoice,12/31/11,,,,,"$2,250.00",,Camas High School,Camas School District,2011,,,
Invoice,12/31/11,,,,,"$3,331.00",,Carson City Nevada,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$11,468.20",,Cascade School District 5,Cascade School District 5,2011,,,
Invoice,12/31/11,,,,,"$1,000.00",,Portland Public Schools,Portland Public Schools,2011,,,
Invoice,12/31/11,,,,,"$5,449.00",,Central Kitsap School District 401,Central Kitsap School District 401,2011,,,
Invoice,12/31/11,,,,,"$51,351.98",,Central Point School District 6,Central Point School District 6,2011,,,
Invoice,12/31/11,,,,,$30.00,,Central Point Elementary School,Central Point School District,2011,,,
Invoice,12/31/11,,,,,"$2,100.00",,Central High School,Central School District,2011,,,
Invoice,12/31/11,,,,,"$4,224.00",,Cheney Middle School,Cheney School District 360,2011,,,
Invoice,12/31/11,,,,,"$2,691.00",,Sunset Elementary School,San Francisco Unified School District,2011,,,
Invoice,12/31/11,,,,,"$18,943.38",,Chestnut Hill Academy,PRIVATE,2011,,,
Invoice,12/31/11,,,,,"$27,107.88",,Christ the King Catholic School,PRIVATE,2011,,,
Invoice,12/31/11,,,,,"$2,699.00",,Northside Early Learning Center,Churchill County School District,2011,,,
Invoice,12/31/11,,,,,"$4,224.00",,City of Bothell Fire and EMS,COMPANY,2011,,,
Invoice,12/31/11,,,,,$150.00,,Clark County School District,Clark County School District,2011,,,
Invoice,12/31/11,,,,,$199.00,,Desert Pines High School,Clark County School District,2011,,,
Invoice,12/31/11,,,,,$335.00,,Frank Kim Elementary School,Clark County School District,2011,,,
Invoice,12/31/11,,,,,$177.00,,Jo Mackey Elementary School,Clark County School District,2011,,,
Invoice,12/31/11,,,,,$353.94,,Mabel Hoggard Elementary Sch,Clark County School District,2011,,,
Invoice,12/31/11,,,,,"$10,995.00",,Mojave High School,Clark County School District,2011,,,
Invoice,12/31/11,,,,,"$2,569.66",,Walter Bracken Elem School,Clark County School District,2011,,,
Invoice,12/31/11,,,,,$739.00,,Clarkston School District J-250-185,Clarkston School District J-250-185,2011,,,
Invoice,12/31/11,,,,,"$15,840.00",,Grantham Elementary School,Clarkston School District J-250-185,2011,,,
Invoice,12/31/11,,,,,$477.00,,Colortone,COMPANY,2011,,,
Invoice,12/31/11,,,,,$199.00,,Columbia Gorge ESD,Columbia Gorge ESD,2011,,,
Invoice,12/31/11,,,,,"$11,197.00",,Columbia School District 400,Columbia School District 400,2011,,,
Invoice,12/31/11,,,,,$935.00,,Computer Classrooms In Seattle,OTHER,2011,,,
Invoice,12/31/11,,,,,"$3,923.00",,Construction Industry Training Council,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$43,230.00",,"Cornerstone General Contractors, INC.",COMPANY,2011,,,
Invoice,12/31/11,,,,,"$2,964.31",,Corvallis School District 509J,Corvallis School District 509J,2011,,,
Invoice,12/31/11,,,,,"$2,964.31",,Crescent Valley High School,Corvallis School District 509J,2011,,,
Invoice,12/31/11,,,,,$817.71,,Council School District,Council School District,2011,,,
Invoice,12/31/11,,,,,"$4,130.00",,Crescent School District 313,Crescent School District 313,2011,,,
Invoice,12/31/11,,,,,"$1,820.72",,"CrossCom National, LLC",COMPANY,2011,,,
Invoice,12/31/11,,,,,"$4,229.00",,Culdesac Joint School District #342,Culdesac Joint School District #342,2011,,,
Invoice,12/31/11,,,,,"$4,699.00",,Davenport School District 207,Davenport School District 207,2011,,,
Invoice,12/31/11,,,,,$207.00,,Dayton Elementary School,Dayton School District 2,2011,,,
Invoice,12/31/11,,,,,$118.00,,Delta-Greely School District,Delta-Greely School District,2011,,,
Invoice,12/31/11,,,,,"$10,710.00",,Douglas County School District,Douglas County School District,2011,,,
Invoice,12/31/11,,,,,"$204,911.00",,C C Meneley Elem School,Douglas County School District,2011,,,
Invoice,12/31/11,,,,,$81.00,,Gardnerville Elementary School,Douglas County School District,2011,,,
Invoice,12/31/11,,,,,"$211,339.00",,Gene L Scarselli Elem School,Douglas County School District,2011,,,
Invoice,12/31/11,,,,,"$1,549.00",,Minden Elem School,Douglas County School District,2011,,,
Invoice,12/31/11,,,,,"$3,034.00",,Pau-Wa-Lu Middle School,Douglas County School District,2011,,,
Invoice,12/31/11,,,,,"$93,820.00",,Zephyr Cove Elementary School,Douglas County School District,2011,,,
Invoice,12/31/11,,,,,$112.50,,"Dr. Robert B. DeFever, B.S., D.C.",COMPANY,2011,,,
Invoice,12/31/11,,,,,"$1,736.30",,Eastern Oregon University,COLLEGE,2011,,,
Invoice,12/31/11,,,,,"$11,229.95",,Eastside Catholic School,PRIVATE,2011,,,
Invoice,12/31/11,,,,,"$2,700.00",,Educational Service District 123 - Pasco,Educational Service District 123 - Pasco,2011,,,
Invoice,12/31/11,,,,,"$2,699.00",,Elma Elementary School,Elma School District 68,2011,,,
Invoice,12/31/11,,,,,"$1,091.62",,Empire Facilities Mangement Group,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$2,619.00",,Environmental Science Center,COMPANY,2011,,,
Invoice,12/31/11,,,,,"$3,632.00",,ESD 113,ESD 113,2011,,,
Invoice,12/31/11,,,,,"$4,512.00",,Everett School District 2,Everett School District 2,2011,,,
Invoice,12/31/11,,,,,"$6,224.00",,Penny Creek Elementary School,Everett School District 2,2011,,,
Invoice,12/31/11,,,,,"$97,784.24",,Federal Way Public Schools,Federal Way Public Schools,2011,,,
Invoice,12/31/11,,,,,$299.00,,Adelaide Elementary School,Federal Way Public Schools,2011,,,
Invoice,12/31/11,,,,,"$2,279.00",,Brigadoon Elementary School,Federal Way Public Schools,2011,,,
Invoice,12/31/11,,,,,"$6,206.00",,Decatur High School,Federal Way Public Schools,2011,,,
Invoice,12/31/11,,,,,$692.00,,Harry S Truman High School,Federal Way Public Schools,2011,,,
Invoice,12/31/11,,,,,"$1,145.00",,Lakeland Elementary School,Federal Ways Public Schools,2011,,,
Invoice,12/31/11,,,,,"$10,429.00",,Meredith Hill Elem School,Federal Way Public Schools,2011,,,
Invoice,12/31/11,,,,,"$3,044.50",,Nautilus K8 School,Federal Way Public Schools,2011,,,
Invoice,12/31/11,,,,,"$2,200.00",,Rainier View Elementary School,Seattle Public Schools,2011,,,
